registration number,registration date,application number,application date,authors,authors count,right holders,contact to third parties,program name,creation year,registration publish date,registration publish number,actual,publication URL
990633,19990901,0000990510,19990701,Жук Андрей Станиславович (RU),1,Общество с ограниченной ответственностью «Облако Охраны» (RU),,АНДРОМЕДА,1999,19991220,4,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=EVM&DocNumber=990633
990749,19991019,0000990592,19990727,Савинков Андрей Юрьевич  (RU),1,"Общество с ограниченной ответственностью ""КОДОФОН - Телеком"" (RU)",,Программный комплекс для моделирования на ЭВМ устройств цифровой обработки сигналов (ПКМУЦОС),,20000320,1,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=EVM&DocNumber=990749
990978,19991229,0000990840,19991109,"Бурлак Александр Николаевич (RU)
Борисанов Алексей Александрович (RU)
Поварчук Александр Михайлович (RU)
Тайманов Сергей Владимирович (RU)
Тихонов Юрий Вениаминович (RU)
Дьяченко Ирина Владимировна (RU)",6,"Общество с ограниченной ответственностью ""ИНФО-1"" (RU)",,,,20000320,1,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=EVM&DocNumber=990978
990991,19991229,990948,19991202,Галашкин Александр Александрович (RU),1,"Акционерное общество ""Эр-Стайл Софтлаб"" (RU)",,"""RS-Loans""",,20000320,1,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=EVM&DocNumber=990991
990996,19991229,990953,19991202,"Зубов Виктор Юрьевич (RU)
Косточко Павел Михайлович (RU)",2,"Акционерное общество ""Эр-Стайл Софтлаб"" (RU)",,"""RS-Retail""",,20000320,1,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=EVM&DocNumber=990996
991001,19991229,0000991010,19991221,"Бичигов Владимир Николаевич  (RU)
Грешнев Игорь Константинович (RU)
Ивин Сергей Иванович (RU)",3,Общество с ограниченной ответственностью «ПЕРС Технологии» (RU),,Дактилоскопическая информационно-поисковая программа PRINTQUEST A.F.I.S. (PRINTQUEST A.F.I.S.),,20000320,1,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=EVM&DocNumber=991001
2000610028,20000118,990584,19990721,"Савельв Борис Сергеевич (RU)
Савельев Владимир Сергеевич (RU)
Рыбакин Леонид Сергеевич (RU)
Зинькович Владлен Иванович (RU)
Фрицлер Наталья Валерьевна (RU)",5,"Профсоюзная организация Самарской области ""СОЛИДАРНОСТЬ""",,Волновой массаж на базе процессора Intel 8751,,20000320,1,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=EVM&DocNumber=2000610028
2000610106,20000209,0000990979,19991214,"Веревкин Александр Павлович (RU)
Муртазин Тимур Мансурович (RU)",2,Федеральное государственное бюджетное образовательное учреждение высшего образования «Уфимский государственный нефтяной технический университет» (ФГБОУ ВО УГНТУ) (RU),нет,"""Программа расчета показателей качества продуктов вакуумной перегонки мазута на установках атмосферно-вакуумной трубчатки. Версия 1.0""",1999,20000620,2,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=EVM&DocNumber=2000610106
2000610252,20000405,2000610248,20000322,"Батенин Вячеслав Александрович (RU)
Голубков Андрей Николаевич (RU)
Коберниченко Алексей Викторович (RU)
Козленко Максим Иванович (RU)
Козленко Елена Евгеньевна (RU)
Кутырин Олег Игоревич (RU)
Лобанов Николай Викторович (RU)
Лысов Андрей Алевтинович (RU)
Макридин Алексей Валерьевич (RU)
Павленко Денис Анатольевич (RU)
Петрова Ольга Леонидовна (RU)
Хотчинский Сергей Федорович (RU)
Шебунин Дан Николаевич (RU)",13,"Акционерное общество ""Научно-производственное предприятие ""Топаз"" (ЗАО ""НПП ""Топаз"") (RU)",,"Система контроля авиационной техники (""СКАТ"")",,20000920,3,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=EVM&DocNumber=2000610252
2000610260,20000406,2000610112,20000207,"Вишняков Александр Анатольевич (RU)
Зубков Владимир Александрович (RU)
Фредерикс Дмитрий Дмитриевич (RU)",3,Общество с ограниченной ответственностью «ЛММ» (RU),,СпектраЛЮМ,,20000920,3,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=EVM&DocNumber=2000610260
2000610282,20000411,2000610212,20000314,"Агапов Дмитрий Анатольевич  (RU)
Бутузкин Алексей Владимирович  (RU)
Кожуров Владимир Юрьевич  (RU)
Черепанов Роман Евгеньевич  (RU)",4,"Общество с ограниченной ответственностью ""Системы Нефть и Газ"" (RU)",,Rate APM оператора УУН,,20000920,3,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=EVM&DocNumber=2000610282
2000610383,20000516,2000610371,20000420,"Веюков Константин Геннадьевич  (RU)
Воеводин Михаил Петрович  (RU)
Дамаскин Михаил Михайлович  (RU)
Кеменов Александр Федорович  (RU)
Кравцунова Елена Семеновна  (RU)
Любезная Татьяна Борисовна  (RU)
Морозов Александр Прокопьевич  (RU)
Недолужко Владимир Иванович  (RU)
Павлов Константин Владимирович  (RU)
Петров Денис Юрьевич  (RU)
Синицина Наталья Ивановна  (RU)
Трегубов Сергей Гаврилович  (RU)
Харин Вадим Анатольевич  (RU)
Чеканова Ольга Геннадиевна  (RU)
Яценко Петр Николаевич  (RU)",15,"Акционерное общество Научно-технический центр «Модуль» (RU)
Открытое акционерное общество ""Инфракрасные и Микроволновые Системы"" (RU)
Недолужко Владимир Иванович (RU)",нет,"Программный комплекс ""Типовая автоматизированная система управления процессом строительства скважин в нефтяной и газовой промышленности"" (АСУ БУРЕНИЕ)",,20000920,3,true,http://www1.fips.ru/fips_servl/fips_servlet?DB=EVM&DocNumber=2000610383
